ICIS_FACILITY_INTEREST_ID,NPDES_ID,FACILITY_UIN,FACILITY_TYPE_CODE,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,CITY,COUNTY_CODE,STATE_CODE,ZIP,GEOCODE_LATITUDE,GEOCODE_LONGITUDE,IMPAIRED_WATERS
7419308,HIF000741,110020735766.0,,"ALII HEIGHTS, UNIT 2 (PHASES IV, V, AND VI)",77-237 LAALOA AVENUE,,KAILUA-KONA,HI003,HI,96740,19.594139,-155.966611,303(D) Listed
7419310,HIF000743,110020735775.0,,WAIAU WATER SYSTEM IMPROVE,SEE TMK,,HONOLULU,HI003,HI,96816,,,
7419313,HIF000746,110028074223.0,,WAIALUA BEACH ROAD BIKEWAY,HAUMEA ST,,WAIALUA,HI003,HI,96791,21.33297,-158.08135,
7419315,HIF000748,110028074232.0,,ST JOHN APOSTLE AND EVANGELIS,POLICE STATION RD&HUALALAI RD,,MILILANI,HI003,HI,96789,,,
7419316,HIF000749,110028074241.0,,KULAMALU HILLTOP SUBDIVISION,601 KAMOKILA BLVD,,WAILUKU,HI009,HI,96793,,,
7419319,HIF000752,110020717508.0,,RENOVATION OF BALLFIELDS,1031 NNIMITZ HWY,,WAIPAHU,HI003,HI,967973482,21.317512,-157.875564,
7419320,HIF000753,110014039389.0,,CONSOLIDATED COMMAND,47-220 KAHEKILI HWY,VALLEY OF THE TEMPLES,KANEOHE,HI003,HI,00000,21.434089,-157.824647,
7419321,HIF000754,110028074250.0,,HONOLULU FORD,98-745 KAMEHAMEHA HWY,WAIAU TERMINUS,HONOLULU,HI003,HI,96817,21.497491,-158.029901,303(D) Listed
572251,LAL038091,110022408278.0,MWD,"NEW ORLEANS, CITY OF (EAST BAN",6501 FLORIDA AVENUE,,NEW ORLEANS,LA071,LA,70117,29.979167,-89.997222,303(D) Listed
572252,LA0038091,110022408278.0,MWD,SEWERAGE AND WATER BOARD OF NEW ORLEANS- EAST BANK STP,6501 FLORIDA AVENUE,,NEW ORLEANS,LA071,LA,70117,29.979167,-89.997222,303(D) Listed
572687,LA0002950,110070834884.0,POF,BASF CORP-GEISMAR,8404 RIVER ROAD,8404 RIVER RD,GEISMAR,LA005,LA,70734,30.210278,-90.980556,303(D) Listed
575131,LAL020559,110063637104.0,MWD,"RAYVILLE, TOWN OF",138 GIN ROAD,,RAYVILLE,LA083,LA,71269,32.473611,-91.781667,303(D) Listed
579285,LA0063533,110010746461.0,MWD,"SICILY ISLAND, VILLAGE OF WWTF",SICILY STREET,VILLAGE OF SICILY ISLAND,SICILY ISLAND,LA025,LA,71368,31.853611,-91.665,303(D) Listed
3424093,AKU000014,110011382805.0,POF,ARCO MARINE INC,UNKNOWN,,UNKNOWN,,AK,00000,,,
3424094,AKU000015,110009038004.0,POF,BP AMERICA INC,UNKNOWN,,UNKNOWN,,AK,00000,,,
7340930,IDU000151,110017749819.0,POF,HAMPTON INN SITE,875 SOUTH ALLEN ST,"LOT 15,AMENDED MAGIC VIEW SUBD",MERIDIAN,ID001,ID,83642,43.597393,-116.35736,303(D) Listed
3424395,AKG376093,110012813624.0,POF,JOHN O'NEILL / FALLS CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424396,AKG376095,110012813642.0,POF,JOHN O'NEILL / GULCH CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424397,AKG376096,110012813651.0,POF,JOHN O'NEILL / LITTLE WINTER CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424400,AKG376100,110012813697.0,POF,JOHN O'NEILL / LONG CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3308004,NMU000403,110011027959.0,,"TRK MANAGEMENT, INC. CANYON",UNKNOWN,,UNKNOWN,,NM,00000,,,
3308005,NMU000405,110011027977.0,,"M & R SAND, GRAVEL & EXCAVAT.",UNKNOWN,,UNKNOWN,,NM,00000,,,
3308006,NMU000407,110011027995.0,,PARKER CONSTRUCTION,UNKNOWN,,UNKNOWN,,NM,00000,,,
3308007,NMU000430,110011028020.0,,RENE'S AUTO SALES & SALVAGE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3313970,RI0000485,110009812907.0,POF,BLACKSTONE SMITHFIELD CORP,BUTLER ST. - BLACKSTONE PLANT,,NORTH SMITHFIELD,RI007,RI,02895,41.966667,-71.566667,303(D) Listed
3313974,RI0001325,110007828011.0,POF,CHEVRON-E.PROVIDENCE TERMINAL,431 VETERANS MEMORIAL PARKWAY,P.O. BOX 4279,EAST PROVIDENCE,RI007,RI,02914,41.812389,-71.366389,303(D) Listed
3313977,RI0001619,110009812943.0,MWD,JAMESTOWN WATER TRTMT PLANT,NORTH ROAD,,JAMESTOWN,RI005,RI,02835,41.509411,-71.375823,
8005091,NMU000676,110024409139.0,,CARTER'S MILK FACTORY DAIRY,UNKNOWN,,UNKNOWN,,NM,00000,,,
3313926,PR0020427,110000557424.0,STF,PRASA CIALES WWTP,"STATE ROAD 149, KM 12.1",,CIALES,PR041,PR,00638,18.348611,-66.468611,303(D) Listed
3313927,PR0020494,110013696269.0,STF,PRASA GUAYANILLA WWTP,MUNOZ RIVERA STREET,,GUAYANILLA,PR059,PR,00656,18.016111,-66.784722,303(D) Listed
3313931,RIR100312,110043693679.0,POF,"UVEX SAFETY MANUFACTURING, INC",10 THURBER BOULEVARD,,SMITHFIELD,RI007,RI,02917,41.912161,-71.516958,303(D) Listed
3313932,RIR100315,110009813568.0,POF,"PINE GLEN DEVELOPMENT, INC.",DIVISION STREET,,EAST GREENWICH,RI003,RI,02818,41.66325,-71.47523,303(D) Listed
3313936,RIR100333,110009813693.0,POF,THE HOME DEPOT,TEN ROD ROAD & QUAKER LANE,,NORTH KINGSTOWN,RI009,RI,02852,41.566221,-71.463981,303(D) Listed
3313943,RI0023400,110004925733.0,POF,DEBLOIS OIL COMPANY,632 RIVER STREET,,WOONSOCKET,RI007,RI,02895,42.004861,-71.524083,303(D) Listed
3313944,RI0023442,110007019190.0,MXO,RHODE ISLAND RESOURCE RECOVERY CORPORATION,65 SHUN PIKE,,JOHNSTON,RI007,RI,02919,41.805583,-71.525861,303(D) Listed
5649520,UT0000370,110002380520.0,POF,"REILLY INDUSTRIES, INC",P O BOX 50086,2555 SOUTH INDUSTRIAL PARKWAY,PROVO,UT049,UT,84605,40.198889,-111.631667,
3279084,ING040083,110006767631.0,POF,BACKBONE PIT PHOENIX NATL RES,4125 W 150 S,SEC 8 & 9 T2S R5W,HUNTINGBURG,IN037,IN,47542,38.358333,-87.004167,303(D) Listed
3278991,IN0051861,110006764858.0,MXO,CARRIAGE HOUSE ESTATES MHP,351 E 100 N,(CHAMBERLAIN DITCH),WABASH,IN169,IN,46992,40.838028,-85.784,
3275888,MDG344524,110011135440.0,POF,"TRI-GAS & OIL COMPANY,INC.",UNKNOWN,,,MD035,MD,00000,38.962937,-76.20517,
8005689,UTG080052,110023141553.0,POF,ENSIGN RANCHES,6 SKULL VALLEY RD,HIGHWAY 196,DUGWAY,UT045,UT,84022,40.54925,-113.130194,
8005690,UTL025542,110015794210.0,MWD,FAIRVIEW CITY,1 1/4 MILES SOUTH OF FAIRVIEW,ALONG HWY 89 STORET 494683,FAIRVIEW,UT039,UT,84629,39.606389,-111.447222,303(D) Listed
8005691,UTL025631,110023057859.0,POF,ENVIRONMENTAL IMPACT,LES BROOKS,683 NORTH MORTON DRIVE,SALT LAKE CITY,UT035,UT,84116,40.71628,-111.93586,
8005692,UTR000001,110011673448.0,POF,USPCI,8960 NORTH HIGHWAY 40,8960 NORTH HIGHWAY 40,LAKEPOINT,UT045,UT,84074,40.69174,112.26284,
7421167,UTU000142,110020824697.0,POF,MONASTERY COVE CONSTRUCTION,LOT 19 MONSTERY COVE,BALLY WATTS CREEK,HUNTSVILLE,UT057,UT,84317,41.2832,-111.7207,303(D) Listed
7421168,UTU000143,110002284037.0,POF,FARMERS DISTRIBUTING,3185 E DESERET DRIVE,3185 E DESERET DRIVE,WASHINGTON,UT053,UT,84791,37.0892,-113.5564,303(D) Listed
3282098,AKU000039,110011382486.0,POF,"WEBSTER, JACK",UNKNOWN,,UNKNOWN,,AK,00000,,,
400003051,PA0060895,110010970592.0,COR,POCONO MTNS CORP CTR EAST,OFF KOLB COURT,,TOBYHANNA,PA089,PA,18466,41.142778,-75.364167,
3358301,NMR00A125,110011031007.0,,PHELPS DODGE MINING COMPANY,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358302,NMR00A148,110011031025.0,,U.S. AIR FORCE,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358303,NMR00A158,110011031034.0,,NAVAJO REFINING CO,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358304,NMR00A159,110011031043.0,,NAVAJO REFINING CO.,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358305,NMR00A190,110011031061.0,,PHILIPS DODGE / HIDALGO,UNKNOWN,,UNKNOWN,,NM,00000,,,
3358306,NMR00A246,110010757378.0,,"ALEXANDER MOULDING MILL, INC.",UNKNOWN,,UNKNOWN,NM035,NM,00000,,,
3362221,ND0022870,110049927775.0,MWD,FARGO CITY OF,200 3RD ST N,,FARGO,ND017,ND,58102,46.92237,-96.78745,
3362222,ND0022888,110040042496.0,MWD,GRAND FORKS CITY OF,3251 N 69TH ST,,GRAND FORKS,ND035,ND,58206,47.976694,-97.059689,303(D) Listed
5648883,NMU000370,110014438224.0,,JOURNAL CENTER II,4100 WOLCOTT NE,,ALBUQUERQUE,NM001,NM,87109,35.165254,-106.597719,
5648884,NMU000371,110014438251.0,,"JEFFERSON COMMONS, PHASE II",3910 SINGER ROAD NE,,ALBUQUERQUE,NM001,NM,87109,35.14465,-106.600966,
5648885,NMU000372,110014438260.0,,NORTH ROAD RECONSTRUCTION,PROJECT FROM DIAMOND DRIVE,,LOS ALAMOS,NM028,NM,00000,,,
5648886,NMU000373,110014438288.0,,TRANSIT DEPARTMENT MAINTENANCE,WEST SIDE YALE BLVD. NORTH OF,CESAR CHAVEZ,BERNILILLO,NM043,NM,00000,,,
6299424,RIG250007,110000895096.0,POF,"LEVITON MANUFACTURING CO., INC",745 JEFFERSON BLVD.,,WARWICK,RI003,RI,02886,41.725101,-71.457836,303(D) Listed
6299425,RIG250008,110000312527.0,POF,A.T. CROSS COMPANY,ONE ALBION ROAD,,LINCOLN,RI007,RI,02865,41.935188,-71.481575,
7419383,HIF000816,110028076301.0,,REHABILITATION OF STREETS,"74-5565 LUHIA ST, STE G",,HONOLULU,HI003,HI,00000,21.270931,-157.705635,
7419384,HIF000817,110020721487.0,,MOLOKAI WATER SYSTEM,NORTHWEST CORNER OF LAKO ST,HUALALAI RD,HOOLEHUA,HI009,HI,96729,,,
7419385,HIF000818,110020739548.0,,FORT WEAVER ROAD WIDENING,EXISTING CANE HAUL RD BETWEEN,KUPUNA LOOP AND LOAA ST,EWA BEACH,HI003,HI,00000,,,
7419386,HIF000819,110020721502.0,,LANIKEA AT WAIKIKI,"4,351 FEET ALONG NORTH KALAHEO",L'ORANGE PLACE,HONOLULU,HI003,HI,96813,,,
1349684,TN0073989,110006689020.0,,LOUDON UTILITIES / PINEY WATER TREATMENT PLANT,1731 VONORE ROAD,LOUDON,LOUDON,TN105,TN,37774,35.718611,-84.322222,
1357638,TX0007285,110056955521.0,POF,PCI NITROGEN PASADENA,2001 JACKSON ROAD,S BANK OF HSC/BUFFALO BAYOU TIDAL ,PASADENA,TX201,TX,77506,29.739444,-95.193333,303(D) Listed
1360817,TX0067695,110064612316.0,COR,OPTIMUS STEEL MILL - BEAUMONT MILL,100 OLD HWY 90 WEST,,VIDOR,TX361,TX,77662,30.086666,-94.075,303(D) Listed
1361580,TX0024392,110064649965.0,MWD,CANADA STREET WWTF,CANADA ST. SE OF CROSSING OF,,JACKSONVILLE,TX073,TX,75766,31.954722,-95.239444,
1361690,TX0007706,110000735839.0,COR,JSW STEEL USA ,5200 E MCKINNEY RD SUITE 110,,BAYTOWN,TX071,TX,77523,29.698611,-94.9,
1362482,TX0063088,110039208078.0,MWD,CITY OF HOUSTON WCID 51,4900 GALLAGHER,HARRIS COUNTY,HOUSTON,TX201,TX,772072549,29.616944,-95.454444,
3278972,IN0038296,110009978131.0,MWD,PLAINVILLE MUNICIPAL WWTP,SR 57 N & BLOOMFIELD RD,,PLAINVILLE,IN027,IN,47568,38.814139,-87.149444,
3278976,IN0038555,110012318580.0,STF,HENRYVILLE I65 REST AREA NORTHBOUND,21505 I-65 NORTH,I65 NB MM 21 (MEAL RUN),HENRYVILLE,IN019,IN,47126,38.585833,-85.777139,
3279237,IN0061255,110001138992.0,POF,AUBURN FOUNDRY INC PLT 1,635 W 11TH ST,,AUBURN,IN033,IN,46706,41.362861,-85.064556,
3279238,IN0061280,110006764206.0,MWD,PATOKA WATER SUPPLY,109 S MAIN ST,,PATOKA,IN051,IN,47666,38.397444,-87.578472,
3279239,IN0061301,110009739989.0,MXO,PARK ONE/332 WATER UTILITY,15001 W MCGALLIARD RD,(PLEASANT RUN CREEK),YORKTOWN,IN035,IN,47396,40.217083,-85.562694,
3279241,IN0061395,110008990155.0,POF,ANDERSON FIRE DEPARTMENT,44 W 5TH ST,,ANDERSON,IN095,IN,46016,40.111611,-85.679528,303(D) Listed
7419137,HIF000570,110020735597.0,,FARRINGTON HIGHWAY,FARRINGTON HWY PHASE A & B,,MAILI,HI003,HI,00000,21.39966,-158.17341,303(D) Listed
3289569,MAG070108,110009919062.0,POF,PARCEL P-15,A STREET AND RUTHERFORD AVE.,,CHARLESTOWN,MA025,MA,02129,,,
3289571,MAG070121,110013403600.0,POF,HILLEL HOUSE AT BOSTON UNIVER.,213-217 BAY STATE ROAD,,BOSTON,MA025,MA,02215,42.350556,-71.103333,303(D) Listed
3289572,MAG070123,110013400890.0,POF,STOP & SHOP,30 COMMERCIAL STREET,,MEDFORD,MA017,MA,02155,42.40905,-71.088473,303(D) Listed
3289574,MAU251003,110011137144.0,POF,DELGENIO TRUCKING CO - REVERE,UNKNOWN,,REVERE,MA025,MA,00000,42.441974,-71.01538,
3289575,MDG766341,110019906360.0,POF,HUCHT POOL-CALVERT HALL,8102 LASALLE ROAD,BALTIMORE COUNTY,BALTIMORE,MD005,MD,21286,39.39111,-76.58167,303(D) Listed
3289579,MDG766353,110012750825.0,MXO,POTOMAC TENNIS CLUB,10800 POTOMAC TENNIS LANE,MONTGOMERY COUNTY,POTOMAC,MD031,MD,20854,39.031512,-77.201408,303(D) Listed
3289580,MDG766356,110012750843.0,POF,ROSEMARY VILLAGE,1901 EAST WEST HIGHWAY,MONTGOMERY COUNTY,SILVER SPRING,MD031,MD,20910,38.995865,-77.042143,303(D) Listed
3289581,MDG766235,110012751762.0,POF,HEWITT GARDENS APARTMENTS,3335 HEWITT AVENUE,MONTGOMERY COUNTY,SILVER SPRING,MD031,MD,20906,39.079293,-77.06783,
3289582,MDG766238,110012669022.0,POF,THE WILLOUGHBY/C.C.CONDO,UNKNOWN,,CHEVY CHASE,MD031,MD,00000,,,
3289588,MDG766118,110019908938.0,POF,CHESAPEAKE HARBOR BAYFRNT POOL,CHESAPEAKE HARBOR DRIVE EAST,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21403,38.930704,-76.467294,303(D) Listed
3289590,MDG766125,110019905879.0,POF,LEAGUE PEOPLE W/DISABILITIES,1111 EAST COLDSPRING LANE,BALTIMORE COUNTY,BALTIMORE,MD005,MD,21239,39.345116,-76.599456,
3282087,AKR10A801,110010112608.0,STF,ALASKA DOT AND PUBLIC FACILITIES,STERLING HIGHWAY REBUILD MP 37-45,STERLING HIGHWAY REBUILD MP 37-45,STERLING,AK122,AK,00000,60.53723,-150.82846,
3282090,AKU000004,110011382734.0,POF,"GOOLSBEY, LARRY/ANSTETT, DAVID",UNKNOWN,,UNKNOWN,,AK,00000,,,
8056374,IN0062391,110056009199.0,MWD,METAMORA RSD WWTP,US HWY 52 AND WHITEWATER CANAL,1/4 MILE W OF METAMORA ON US 52,METAMORA,IN047,IN,47030,39.449694,-85.148306,303(D) Listed
8056376,IN0062481,110000397491.0,POF,HENRY COMPANY INDIANAPOLIS,4351 W MORRIS ST,,INDIANAPOLIS,IN097,IN,46241,39.749626,-86.232691,
8056377,IN0062499,110012027289.0,POF,MADISON ELEMENTARY SCHOOL,66030 DOGWOOD ROAD,,OSCEOLA,IN141,IN,46573,41.534306,-86.116278,
8056378,ING080231,110007573900.0,POF,SPEEDWAY 6075,815 S MICHIGAN RD,,LAPAZ,IN099,IN,465639530,41.449167,-86.310833,
3282099,AKG520059,110025243751.0,POF,OCEAN BEAUTY SEAFOODS INC. - EXCURSION INLET PLANT,UNKNOWN,P.O. BOX EXI,JUNEAU,AK110,AK,99850,58.416667,-136.441667,
3282114,AKG520211,110009037764.0,POF,F: BLUE DUTCH (624653),UNKNOWN,BLUE NORTH FISHERIES INC,UNKNOWN,AK020,AK,99507,61.14459,-149.84868,303(D) Listed
6299419,RIG250002,110004936570.0,POF,"NARRAGANSETT IMAGING, LLC",51 INDUSTRIAL DRIVE,"D/B/A FAE-BC ENTERPRISE, LLC",NORTH SMITHFIELD,RI007,RI,02896,41.993889,71.574444,303(D) Listed
6299420,RIG250003,110016692337.0,POF,A.T. SIRAVO AND COMPANY,481 DYER AVENUE,,CRANSTON,RI007,RI,02920,41.800714,-71.458164,303(D) Listed
6299421,RIG250004,110000312705.0,POF,"THE ORIGINAL BRADFORD SOAP WORKS, INC.",200 PROVIDENCE STREET,,WEST WARWICK,RI003,RI,02893,41.715094,-71.510078,303(D) Listed
3425626,AKG370107,110009004610.0,POF,FORREST CHARLTON / DUTCH CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK020,AK,00000,62.5625,-151.016667,
3425629,AKG370115,110009037032.0,POF,DANIEL JENSEN / MCCUMBER CREEK,"T14S R11E S14,15",DELTA RIVER MINING DISTRICT,UNKNOWN,AK240,AK,00000,63.167222,-145.500556,
3424891,AKG375432,110012758220.0,POF,ROGER KING / WILLOW CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK020,AK,00000,,,
3424892,AKG375433,110012758239.0,POF,ROGER KING / PETERS CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424893,AKG375434,110012758248.0,POF,ROGER KING / STEESE HIGHWAY LIST,UNKNOWN,FAIRBANKS/CIRCLE MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3424895,AKG375438,110013743360.0,POF,NEWTON A KING JR / MATANUSKA RIVER,UNKNOWN,ANCHORAGE MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
7419684,HIF001117,110020734204.0,,LANIKEHA PHASE I & PHASE II,C/O BOARD OF WATER SUPPLY,630 BERETANIA ST,KAANAPALI,HI009,HI,00000,,,
7419685,HIF001118,110020731733.0,,MAILE BEACH PLACE,MAKAI OF HONOAPIILANI HWY,ADJACENT TO KAI ALA,WAIANAE,HI003,HI,96792,,,
7419686,HIF001119,110020731751.0,,HANAULA VILLAGE SUBDIVISION,"QUAD C, EAST OF FOOTE AVE",FLAGLER RD INTERSECT,KAPAAU,HI001,HI,96755,19.983537,-155.232663,
7419687,HIF001120,110020731760.0,,KEAUHOU AT MAKENA SUBDIVISION,KAMEHAMEHA HWY - MP 20.21,,WAILEA,HI009,HI,96753,,,
7419688,HIF001121,110020731779.0,,CENTRAL SELF-STORAGE,HAWAII BELT RD MP,"MP 18.61, 20.52, 26.49, 27.05",WAIPAHU,HI003,HI,96797,,,
3425077,AKG375142,110013405109.0,POF,"ROBERT P DILLEY JR, KEVIN ARNOLD / BILLINGS CREEK",UNKNOWN,PRINCE WILLIAM SOUND MINING DISTRICT,UNKNOWN,,AK,00000,,,
3424097,AKU000020,110011382841.0,POF,EXXON SHIPPING CO,UNKNOWN,,UNKNOWN,,AK,00000,,,
6677525,AKG370510,110017760911.0,POF,BENTON D. MAGNUSON / YANKEE CREEK,T33N R38W S12,MCGRATH MINING DISTRICT,UNKNOWN,,AK,00000,62.95,-156.416667,
6677528,AKG370635,110012758480.0,POF,PATRICK MCCLOSKEY / DEADWOOD CREEK,T8N R14E S32,CIRCLE MINING DISTRICT,UNKNOWN,,AK,00000,,,
6677531,AKG370640,110017760957.0,POF,MIKE STOUGH / DOME CREEK,T6S R33E S16,FORTYMILE MINING DISTRICT,UNKNOWN,AK240,AK,00000,64.35079,-141.38821,
5647889,MAG070142,110013810714.0,POF,HARVARD VERNON PLACE LLC,164 HARVARD STREET,,BROOKLINE,MA021,MA,02446,42.338525,-71.12134,303(D) Listed
7419888,HIS000036,110020729112.0,POF,WAINANI ESTATES,"NEAR KAPUAHI STREET, SUBDIVISI",ON STREET NAMES NOT DETERMINED,KAILUA-KONA,HI001,HI,96740,19.718334,-156.0525,303(D) Listed
7419889,HIS000042,110020729130.0,STF,HILO JUDICIARY COMPLEX,777 KILAUEA AVENUE,,HILO,HI001,HI,96720,19.716534,-155.078918,303(D) Listed
7419890,HIU000201,110020729149.0,,1009 MAUNAWILI ROAD,UNKNOWN,,KAILUA,HI003,HI,00000,21.370623,-157.765016,
3331129,TXU010075,110009782510.0,,SUNSET UNIT 3,SUNSET PLACE AND SUNSET BAY,,SAN ANTONIO,TX029,TX,78245,29.40684,-98.69248,
3332275,TXR10RF26,110012802315.0,,SAM'S CLUB,ANCA LANE & I20,,GRAND PRAIRIE,TX113,TX,75052,32.67724,-97.05377,
3327348,WI0023370,110005513060.0,MWD,BELOIT WASTEWATER TREATMENT FACILITY,555 WILLOWBROOK ROAD,,BELOIT,WI105,WI,53511,42.5,-89.033333,303(D) Listed
3327390,WI0003212,110070828286.0,POF,FLAMBEAU RIVER PAPERS LLC,200 NORTH FIRST AVENUE,,PARK FALLS,WI099,WI,54552,45.933333,-90.433333,
5648880,NMU000367,110014438180.0,,SOUTHWEST BUSINESS PARK,SOUTH FRONTAGE ROAD,,SANTA FE,NM049,NM,00000,35.80925,-105.96658,
5648881,NMU000368,110014438180.0,,SOUTHWEST BUSINESS PARK,SOUTH FRONTAGE ROAD,,SANTA FE,NM049,NM,00000,35.80925,-105.96658,
5648882,NMU000369,110014438199.0,,JOURNAL CENTER II,4101 MASTHEAD NE,,ALBUQUERQUE,NM001,NM,87109,35.16653,-106.597383,
5648956,OH0133094,110064545880.0,POF,OHIO STAR FORGE CO,4000 MAHONING AVE,NW BUILDING,WARREN,OH155,OH,44483,41.27413,-80.85639,303(D) Listed
6677884,MDG999282,110017757630.0,POF,INTERNATIONAL MARINE PROPERTY,309 THIRD STREET,ANNE ARUNDEL COUNTY,ANNAPOLIS,MD003,MD,21403,38.972759,-76.48201,303(D) Listed
7419564,HIF000997,110020725483.0,,EXCLUSIVE RESORTS AT PAUOABCH,PUOWAINA DR BETWEEN LUSITANA,,KOHALA COAST,HI001,HI,96743,,,
7419567,HIF001000,110020727105.0,,QUEEN EMMA'S GREENS SUBDVISIO,"2969 MAPUNAPUNA PLACE, STE 210",,PRINCEVILLE,HI007,HI,96722,,,
7419568,HIF001001,110020727114.0,,REHABILITATION OF STREETS,"2969 MAPUNAPUNA PLACE, STE 210",,HONOLULU,HI003,HI,96813,21.339517,-157.90096,303(D) Listed
7419569,HIF001002,110020727132.0,,A BRANCH FACILITY FOR HAWAII,WESTERLY SIDE OF HONOAPIILANI,,KAILUA-KONA,HI001,HI,96740,,,
7419570,HIF001003,110020725562.0,,KAWAIHAE TO UPOLU FIBER OPTIC,NORTHERLY SIDE OF SO COLLCTOR,,DISTRICT OF KOHALA,HI001,HI,00000,,,
7419573,HIF001006,110020725642.0,,PEDESTRIAN FACILITIES,HONOAPIILANI,,VARIOUS,HI003,HI,00000,21.295421,-157.858766,303(D) Listed
7419574,HIF001007,110020725660.0,,KAUMUALII HIGHWAY & KUHIO HWY,MAJORITY OF THE PROJECT,,DISTRICTS OF WAIMEA,HI007,HI,00000,,,
7419575,HIF001008,110020725679.0,,PEDESTRIAN FACILITIES,7463 KOOLAU RD,,MAUI,HI009,HI,00000,20.89849,-156.27964,
7419577,HIF001010,110020725731.0,,PEDESTRIAN FACILITIES,CORNER OF TRIMBLE RD,& BEAVER RD,HAWAII,HI001,HI,00000,19.700761,-155.077489,303(D) Listed
7419578,HIF001011,110020725740.0,,MCBH - KLIPPER GOLF COURSE,CORNER OF TRIMBLE RD,& BEAVER RD,KANEOHE BAY,HI003,HI,968633073,,,
7419579,HIF001012,110020727212.0,,NISEI VETERANS MEMORIAL CNTR,500 PELTIER AVE,,WAILUKU,HI009,HI,96793,,,
7419582,HIF001015,110020727276.0,,THE UPLANDS AT MAUNA KEA,WEST SIDE OF HONOAPIILANI HWY,,KAILUA-KONA,HI001,HI,967401691,,,
6442109,HIS000022,110017376659.0,POF,SUNSTONE REALTY PARTNERS XLLC,"1001 BISHOP STREET, PAUAHI TOWER, SUITE 1250",,HONOLULU,HI001,HI,96813,19.622384,-155.985232,
6711732,IN0062103,110017886108.0,MXO,SPEEDWAY STORE #6662,18609 US HWY 20,,BRISTOL,IN039,IN,46517,41.668778,-85.823278,303(D) Listed
6711733,IN0062120,110013348957.0,POF,WOOD INDUSTRIES INC,510 3RD AVE SW,,CARMEL,IN057,IN,46032,39.973694,-86.13,
6711734,ING080210,110017859469.0,POF,SHELL RETAIL GASOLINE STATION,1821 E 151ST ST,,WESTFIELD,IN057,IN,46074,40.006861,-86.127611,
6711735,ING080213,110017859478.0,POF,SUPER VALUE 714,207 MAPLE ST,,MILAN,IN137,IN,47031,39.094556,-84.864,
6711738,ING080216,110017886162.0,POF,CROUCHS MARKET,5984 BELLSVILLE PIKE,,COLUMBUS,IN013,IN,472019478,39.127417,-86.135889,
6711739,ING080217,110003102954.0,POF,UNITED STATION 6049,724 E MAIN ST,,GAS CITY,IN053,IN,46933,40.487722,-85.601167,
6711741,ING490092,110017859487.0,POF,NOBLESVILLE LANDFILL INC,1801 S 8TH ST,,NOBLESVILLE,IN057,IN,46060,40.025806,-86.017222,
6711744,INJ035548,110006767123.0,MWD,MERRILLVILLE CONSERV DIST,6250 BROADWAY,,MERRILLVILLE,IN089,IN,46410,41.504111,-87.336611,
3424567,AKG375995,110012814302.0,POF,GARY POUNDS / CROW CREEK,UNKNOWN,ANCHORAGE MINING DISTRICT,UNKNOWN,AK020,AK,00000,,,
3424569,AKG375829,110012815089.0,POF,DENNIS E SILER / LITTLE WINTER CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3279259,ING040022,110000747915.0,POF,"RESPONSIBLE ENERGY OPERATIONS, LLC CARBONDALE PREP PLANT",BLACKBURN RD & SR 57 3 MI W,,PETERSBURG,IN125,IN,47567,38.516667,-87.258333,
3279242,IN0061433,110012317652.0,MWD,JASPER WTP,825 E 2ND AVE,,JASPER,IN037,IN,47546,38.39025,-86.917917,
6714199,UTR103347,110017848846.0,POF,MAHOGANY RIDGE AT GROVE CREEK,1100 NORTH 100 EAST,1100 NORTH 100 EAST,PLEASANT GROVE,UT049,UT,00000,40.375637,-111.739619,
6714200,UTR103402,110017848855.0,POF,EAST HAVEN SUBDIVISION,450 EAST 1400 NORTH,450 EAST 1400 NORTH,PLEASANT GROVE,UT049,UT,84062,40.378663,-111.731293,
6714201,UTR103463,110017848864.0,POF,NINIGRET,1500 SOUTH GLADIOLA,1500 SOUTH GLADIOLA,SALT LAKE CITY,UT035,UT,84104,40.738433,-111.972229,
3340218,RI0000281,110000904996.0,POF,RAYTHEON COMPANY,1847 WEST MAIN ROAD,,PORTSMOUTH,RI005,RI,028711087,41.572735,-71.285903,303(D) Listed
